 PICST_88332_AZF1 
 PICST_44171_IFR1 
 PICST_61200 
 PICST_35345 
 PICST_43272 
 PICST_61658_ATG17 
 PICST_32672 
 PICST_36005 
 PICST_70893_COX17 
 PICST_18070 
 PICST_90546_LYS7 
 PICST_89789 
 PICST_29906 
 PICST_50793_PDX3 
 PICST_57701_SCO1 
 PICST_55226 
 PICST_80143_NAB2 
 PICST_83361_PHO91 
 PICST_49723 
 PICST_66897 
 PICST_58064 
 PICST_31342 
 PICST_32283_RRP46 
 PICST_82790_SSL2 
 PICST_68965_FET5 
 PICST_89722_OYE2.1 
 PICST_27265 
 PICST_29461_APT1 
 PICST_88330_YHB1 
 PICST_37156 
 PICST_59143_CDR4.2 
 PICST_57883 
 PICST_72127 
 PICST_74586_CAJ1 
 PICST_30270_SAM4 
 PICST_71471_PCK1 
 PICST_33071 
 PICST_36572 
 PICST_48387 
 PICST_63834_ADK2 
 PICST_31146 
 PICST_64791_KSF5 
 PICST_58133 
 PICST_60861 
 PICST_84718_ADE13 
 PICST_67819 
 PICST_35911 
 PICST_47526_FOC1 
 PICST_90137 
 PICST_83552 
 PICST_29375 
 PICST_33268_NAR1 
 PICST_34206_BUD16 
 PICST_66548 
 PICST_63502_FRD1 
 PICST_32703 
 PICST_74808 
 PICST_33949 
 PICST_82123_FST2 
 PICST_45689_OSM1 
 PICST_68058 
 PICST_36622_YKH1.2 
 PICST_66033 
 PICST_29727 
 PICST_36541_BNA6 
 PICST_68764_GUT2 
 PICST_87941 
 PICST_42367_SIS2.2 
 PICST_32142 
 PICST_82900 
 PICST_50184 
 PICST_32075 
 PICST_32445 
 PICST_84628 
 PICST_56797 
 PICST_79854_POT11 
 PICST_84097_COX15 
 PICST_56204_ISA2 
 PICST_40637 
 PICST_55711_URA1 
 PICST_29856_RNR1.1 
 PICST_86231_LIP12 
 PICST_32201 
 PICST_70510 
 PICST_7367 
 PICST_32835 
 PICST_33021 
 PICST_83261 
 PICST_57049_RPI1 
 PICST_59908 
 PICST_85553_MDR112 
 PICST_34127_GPM1.3 
 PICST_37445 
 PICST_56883 
 PICST_56382 
 PICST_33523 
 PICST_45743_KTR2 
 PICST_66604 
 PICST_50402 
 PICST_32156 
 PICST_45467 
 PICST_88209_FST1 
 PICST_5163 
 PICST_56808_RAD26 
 PICST_47023 
 PICST_17338 
 PICST_28687_RBP3 
 PICST_72282_CPH2 
 PICST_67306_MUC1.9 
 PICST_61217 
 PICST_53118_SYA1 
 PICST_34443 
 PICST_31791 
 PICST_67975 
 PICST_51354 
 PICST_54387 
 PICST_66969_BUB3.2 
 PICST_37815_CYT2 
 PICST_79785_NOT4 
 PICST_32146_ALD1 
 PICST_53682 
 PICST_61569_CEF1 
 PICST_65046_RIB3 
 PICST_43180 
 PICST_55094 
 PICST_30762_MNN41 
 PICST_91380 
 PICST_70663 
 PICST_36549_RIA1 
 PICST_31546 
 PICST_66710 
 PICST_68149 
 PICST_39568_TRX1 
 PICST_55633 
 PICST_34892_ETR2 
 PICST_29794 
 PICST_37422_SKY1 
 PICST_46950 
 PICST_81395 
 PICST_52484_FRE1.3 
 PICST_55209 
 PICST_32705_WAR1 
 PICST_35812 
 PICST_67332_AOX1 
 PICST_68235 
 PICST_34288_YK54 
 PICST_68547 
 PICST_59604 
 PICST_62299 
 PICST_57570 
 PICST_32760 
 PICST_62151_GSH1 
 PICST_30885 
 PICST_43721 
 PICST_59792_TRR1 
 PICST_88335_ALO1 
 PICST_65888_TUF1 
 PICST_85256 
 PICST_76567 
 PICST_29306 
 PICST_77904_SUR2 
 PICST_56894_NPO2 
 PICST_33820_QDR22 
 PICST_32500 
 PICST_46564 
 PICST_56651 
 PICST_60960_COX20 
 PICST_62206_NUO21.2 
 PICST_35694_DBP6 
 PICST_53054_REX4 
 PICST_46989_PRP31 
 PICST_77411 
 PICST_84806_EHT1 
 PICST_30137 
 PICST_38255_SOU1 
 PICST_34307_KPR4 
 PICST_46630_NUFM 
 PICST_77042_RPL10 
 PICST_88098 
 PICST_30887 
 PICST_29079_ADH4 
 PICST_34653 
 PICST_41505_LAG1.2 
 PICST_84147_PUT1 
 PICST_29640 
 PICST_85654_YDJ1 
 PICST_73701_GLK1 
 PICST_54329 
 PICST_78267_PGK1 
 PICST_67835 
 PICST_62784_BUL5 
 PICST_43810_GAL102 
 PICST_65836_NUO10 
 PICST_74116_SOR5 
 PICST_87381_RET1 
 PICST_29573 
 PICST_60952_YNB1 
 PICST_59964 
 PICST_67039 
 PICST_32082 
 PICST_70819 
 PICST_85888_SSN7 
 PICST_78645 
 PICST_67083_FCR1 
 PICST_71850_ZRT2.1 
 PICST_76179 
 PICST_53734_eIF31 
 PICST_87366_PMA1 
 PICST_60352_MAL7 
 PICST_65824_RMD8 
 PICST_33787 
 PICST_46506 
 PICST_31704_SUV3 
 PICST_65437 
 PICST_70252_SQT1 
 PICST_31236_PZF1 
 PICST_38374 
 PICST_28646 
 PICST_31208 
 PICST_33477_RIB2 
 PICST_16323_CTA8 
 PICST_90881_AFG2 
 PICST_60912_DIA4 
 PICST_83039 
 PICST_68004 
 PICST_59087 
 PICST_21982 
 PICST_83666_POP5 
 PICST_74252_UTP20 
 PICST_70212_AVT7 
 PICST_87443_BNA2 
 PICST_55369_YAH1 
 PICST_66051 
 PICST_30836 
 PICST_66076_RMT2 
 PICST_45461 
 PICST_31755 
 PICST_34179_URM12 
 PICST_65039 
 PICST_74899_ENA2 
 PICST_91106 
 PICST_32396 
 PICST_57493_GAL7 
 PICST_34864_PUR3 
 PICST_9152_ECM1 
 PICST_33003 
 PICST_32880 
 PICST_31869 
 PICST_67817 
 PICST_34164_RRP40 
 PICST_71203_GLY2 
 PICST_32937 
 PICST_39137_FAP7 
 PICST_55340 
 PICST_35246 
 PICST_83621_AMS1 
 PICST_52198 
 PICST_77247_CYS3 
 PICST_84858 
 PICST_61563_BUL2 
 PICST_64516 
 PICST_78248_PRS5 
 PICST_37870 
 PICST_29641 
 PICST_41315_MNT44 
 PICST_43041 
 PICST_63360 
 PICST_37319_RPC10 
 PICST_36800_COM1 
 PICST_63831_SOD3.1 
 PICST_35865_HIB1 
 PICST_50505 
 PICST_49775 
 PICST_88630_NUO1 
 PICST_37460_ZPR1 
 PICST_83454 
 PICST_29588 
 PICST_48292_GPM1.2 
 PICST_65580_PRS1 
 PICST_54913 
 PICST_54260_ANT1 
 PICST_49395_XDJ1 
 PICST_64368_HEM13 
 PICST_54117 
 PICST_64750_MAP1 
 PICST_59191 
 PICST_50873_ADR1.3 
 PICST_69919 
 PICST_2758_SKS1 
 PICST_37912_RPB10 
 PICST_30557 
 PICST_88762_COX4 
 PICST_30840_SFU1 
 PICST_64944_FTR2 
 PICST_32655 
 PICST_32433 
 PICST_66973_PFK2 
 PICST_66282_SRP40.3 
 PICST_37810 
 PICST_58961 
 PICST_41766_CDR4.1 
 PICST_31442 
 PICST_57770 
 PICST_67314_COX13 
 PICST_66882 
 PICST_39759_ACOX2 
 PICST_68551_CAD5 
 PICST_90563_URA2 
 PICST_40593_DBP8 
 PICST_43336_SPS23 
 PICST_80235_SSE1 
 PICST_65878 
 PICST_42410 
 PICST_27983_SUT2 
 PICST_45970 
 PICST_65696_ARD2 
 PICST_85465_COX7 
 PICST_29791 
 PICST_68558_ADH1 
 PICST_40417_YAR1 
 PICST_35800 
 PICST_79236 
 PICST_45522_CBR3 
 PICST_31316_OYE2.8 
 PICST_78373_DPH5 
 PICST_43184 
 PICST_57510 
 PICST_33825 
 PICST_58581 
 PICST_82025 
 PICST_35330_SDH5 
 PICST_38727_SYR1 
 PICST_82538 
 PICST_32083_VCP1 
 PICST_57180_MTR3 
 PICST_33568 
 PICST_26814 
 PICST_82299_COX6 
 PICST_16565 
 PICST_89450_FAA22 
 PICST_36298 
 PICST_69737_RT09 
 PICST_78490_CYC1 
 PICST_59274 
 PICST_78962_DLH1 
 PICST_89873_ACS1 
 PICST_90419 
 PICST_30072 
 PICST_59263_GCD7 
 PICST_50363_NCE3 
 PICST_55810_RRP7 
 PICST_71543_COX12 
 PICST_64024_SGD1 
 PICST_66347_PFK26 
 PICST_73399_SAT4 
 PICST_77227_CYS4 
 PICST_64926_PDC1 
 PICST_88040_ECM16 
 PICST_65994_GCD14 
 PICST_31117_DAK1.1 
 PICST_66259 
 PICST_85334_JEN12 
 PICST_60429 
 PICST_70134 
 PICST_50882 
 PICST_62290 
 PICST_32802 
 PICST_86849_DIS3 
 PICST_66237_RPO31 
 PICST_59404 
 PICST_56049_GST3 
 PICST_27631 
 PICST_67778_ADR1.2 
 PICST_70094_HTS1 
 PICST_65804 
 PICST_58583_NOP8 
 PICST_36090 
 PICST_61322 
 PICST_38780_SAS10 
 PICST_34588_ADH6 
 PICST_30813 
 PICST_47071 
 PICST_39100_YGW1 
 PICST_38006 
 PICST_27980_ADH2 
 PICST_38895_URK2 
 PICST_80003 
 PICST_32612_MTO1 
 PICST_3849_SUC1.4 
 PICST_65867_MDR1 
 PICST_50417_URA3 
 PICST_49918_WDR7 
 PICST_44738 
 PICST_52683_CDC123 
 PICST_33361 
 PICST_79024 
 PICST_9166 
 PICST_44446 
 PICST_85399 
 PICST_29833 
 PICST_60468_UTP13 
 PICST_73698 
 PICST_35799 
 PICST_59150_SAD1 
 PICST_82093_SDA1 
 PICST_65479_PRP20 
 PICST_31907_DHR2 
 PICST_32112 
 PICST_33243 
 PICST_78835 
 PICST_33707 
 PICST_65985 
 PICST_44458 
 PICST_53348 
 PICST_67337_ERO1 
 PICST_75347 
 PICST_31710_PEA1 
 PICST_64096 
 PICST_52941_FAL1 
 PICST_85176 
 PICST_88417 
 PICST_34273_RSA3 
 PICST_67514_YPO7 
 PICST_48016 
 PICST_83183 
 PICST_83023 
 PICST_30685_DAL4.1 
 PICST_42470_NOB1 
 PICST_82620 
 PICST_36366 
 PICST_29563_ALD5 
 PICST_48085 
 PICST_91441_IPI1 
 PICST_69759_PNO1 
 PICST_31470 
 PICST_55002_FAA24 
 PICST_33008_XUT1 
 PICST_54653 
 PICST_28496 
 PICST_48452_AKR4 
 PICST_58602 
 PICST_75521 
 PICST_49655_LACS1 
 PICST_66459 
 PICST_68661_RRP6 
 PICST_85794_TDH2 
 PICST_89162_KRE30 
 PICST_44479 
 PICST_35459 
 PICST_53071 
 PICST_60418_DPB7 
 PICST_87921_PRP43 
 PICST_16270 
 PICST_32922 
 PICST_66107_PRS2 
 PICST_47649 
 PICST_66212 
 PICST_42941_ZAS1 
 PICST_88817_BDE99 
 PICST_48613_PPR2 
 PICST_28889 
 PICST_67862 
 PICST_36730_BUD22 
 PICST_54590 
 PICST_78660 
 PICST_32416 
 PICST_63463 
 PICST_85643 
 PICST_60045 
 PICST_66841_HPT1 
 PICST_77674 
 PICST_29292_MAL9 
 PICST_35740 
 PICST_51318_MAK11 
 PICST_68406 
 PICST_30187 
 PICST_64147_SMC1 
 PICST_61283 
 PICST_83688 
 PICST_57166_PHH2 
 PICST_86443_PDC2 
 PICST_59469 
 PICST_70098 
 PICST_37102 
 PICST_84802_CSL4 
 PICST_69154_KAP123 
 PICST_40545_BNA4 
 PICST_63739 
 PICST_53602_RPB5 
 PICST_55278_NOC2 
 PICST_28031 
 PICST_74652_RPC40 
 PICST_86552 
 PICST_47192 
 PICST_53514 
 PICST_55239 
 PICST_50166_KRI1 
 PICST_65645 
 PICST_67079 
 PICST_67325 
 PICST_83191_TIM23 
 PICST_62830_SPB4 
 PICST_28971 
 PICST_52144_UTP9 
 PICST_28494_JUND 
 PICST_16494_ARN2 
 PICST_52208_HDQ2 
 PICST_59522 
 PICST_30707 
 PICST_37052 
 PICST_29843_DTR1 
 PICST_33152 
 PICST_76616 
 PICST_6806 
 PICST_65359_ARC1 
 PICST_48268_AMD4 
 PICST_53923 
 PICST_60178_PMR2 
 PICST_29317 
 PICST_54126 
 PICST_57832 
 PICST_90578_SPB1 
 PICST_75322_GAR1 
 PICST_36650 
 PICST_62360 
 PICST_86171 
 PICST_44319 
 PICST_51414_HCA4 
 PICST_30193_ECH1 
 PICST_28952 
 PICST_29639_MAL1 
 PICST_53846_AYR3 
 PICST_47494 
 PICST_59570 
 PICST_82966_YJQ3 
 PICST_44259 
 PICST_43699 
 PICST_31523 
 PICST_87256 
 PICST_32035 
 PICST_64224_eIF2B 
 PICST_79049_TCT1 
 PICST_42763 
 PICST_27034 
 PICST_47067_RPC11 
 PICST_51531_NAN1 
 PICST_40606 
 PICST_88820_AMD3 
 PICST_66987_NBP2 
 PICST_32299 
 PICST_39517_XUT7 
 PICST_80365_PUF6 
 PICST_83711 
 PICST_30256_DIP2 
 PICST_70383_NSA2 
 PICST_84532 
 PICST_37890_STE3 
 PICST_51364_ADR1.1 
 PICST_29382 
 PICST_61591_ALG13 
 PICST_81459_HAS1 
 PICST_90470 
 PICST_32968 
 PICST_82202 
 PICST_641_SMC3 
 PICST_31848 
 PICST_37780_TMP1 
 PICST_28401 
 PICST_58362_EBP2 
 PICST_82344_ATE1 
 PICST_32979 
 PICST_35951 
 PICST_31752 
 PICST_64832_CBF5 
 PICST_77242_ENP1 
 PICST_62437 
 PICST_86479_RSM22 
 PICST_50059_HYR2.1 
 PICST_39804_YFH7.2 
 PICST_33838 
 PICST_84653 
 PICST_5279 
 PICST_79967 
 PICST_35358_ACD2 
 PICST_42488 
 PICST_30513 
 PICST_28415 
 PICST_43962 
 PICST_66276_ELP1 
 PICST_56859_POL5 
 PICST_67022 
 PICST_58954 
 PICST_74706_ERG25 
 PICST_81859_DNL1 
 PICST_80919 
 PICST_46661_RPS43 
 PICST_83594_ERF2 
 PICST_54013 
 PICST_54676_YEX1 
 PICST_54239_SPH1 
 PICST_36727 
 PICST_29300_MAN2 
 PICST_83216_RRP5 
 PICST_30247_GPI12 
 PICST_31498_AKR2 
 PICST_46601 
 PICST_88096_RPA49 
 PICST_28162_TUB4 
 PICST_33678 
 PICST_36948_QUP2 
 PICST_88548 
 PICST_61452_EXG3 
 PICST_54281_MSS116 
 PICST_37589 
 PICST_81007 
 PICST_30251_YCF1 
 PICST_83586 
 PICST_75296_BRX1 
 PICST_68798_PWP1 
 PICST_67442_SYP1 
 PICST_81624_SUI3 
 PICST_81803_YAK1 
 PICST_43371_RRP9 
 PICST_66235 
 PICST_75818 
 PICST_84357_PEX3 
 PICST_31723 
 PICST_81292_ALP1 
 PICST_72792 
 PICST_38956 
 PICST_17370_BFR2 
 PICST_69500_GND1 
 PICST_33777 
 PICST_57234_RRP3 
 PICST_49223_GRP3.4 
 PICST_86186_RPF2 
 PICST_32287 
 PICST_28803 
 PICST_82388 
 PICST_91530_NOP14 
 PICST_82655_DBP3 
 PICST_83827 
 PICST_71704_NOP7 
 PICST_50278_HYR5.4 
 PICST_29170_CDC6 
 PICST_52543_STP22 
 PICST_51802 
 PICST_30650_MAK32 
 PICST_73970_YNN2 
 PICST_45705 
 PICST_30470 
 PICST_41012 
 PICST_29302 
 PICST_29139 
 PICST_32254 
 PICST_44075 
 PICST_28892 
 PICST_33591 
 PICST_37206 
 PICST_82752 
 PICST_43743_MDR13 
 PICST_73507_RPA190 
 PICST_50119 
 PICST_45364 
 PICST_90702_NOP4 
 PICST_42694_BEM12 
 PICST_48488 
 PICST_53137 
 PICST_35160 
 PICST_73330 
 PICST_32328 
 PICST_86817_RSA2 
 PICST_40337 
 PICST_39062_ATL2 
 PICST_31786_PEX6 
 PICST_88854_CHS5 
 PICST_29646 
 PICST_85151_SSZ1 
 PICST_30104 
 PICST_67866_AZF2 
 PICST_55822_DAL2 
 PICST_60409_RPO26 
 PICST_32275 
 PICST_86611_NUA3 
 PICST_31373 
 PICST_54813 
 PICST_83504 
 PICST_43008 
 PICST_66818 
 PICST_58121 
 PICST_61314_SPS24 
 PICST_68364 
 PICST_51012_HPR5 
 PICST_55180_POT13 
 PICST_57349 
 PICST_34189_YGC9 
 PICST_40776 
 PICST_36443 
 PICST_68812_SIK1 
 PICST_48804_RPA12 
 PICST_6649_FAF1 
 PICST_53138 
 PICST_45137_ADH7 
 PICST_62698 
 PICST_66384_RPS27 
 PICST_88597 
 PICST_36402 
 PICST_29666_RDH1 
 PICST_35662_MFS5 
 PICST_57882_DNA43 
 PICST_29215 
 PICST_78343_MDH2 
 PICST_74513_KRS1 
 PICST_29340 
 PICST_86955_UTP5 
 PICST_82126_RIO1 
 PICST_75487_DIM1 
 PICST_1171 
 PICST_65016 
 PICST_66767_ARO8 
 PICST_61268 
 PICST_72477_NOP58 
 PICST_90188_TIF34 
 PICST_75790 
 PICST_59787_CIC1 
 PICST_46342 
 PICST_28712 
 PICST_79203_PPL1 
 PICST_80065_NOP1 
 PICST_53629_RAD50 
 PICST_33379 
 PICST_68049_CDC5 
 PICST_47423_MET22 
 PICST_33419 
 PICST_86797 
 PICST_56638_CP52L 
 PICST_43653 
 PICST_91345_NOP2 
 PICST_61583 
 PICST_79384_KIN3 
 PICST_32574 
 PICST_65019 
 PICST_90468 
 PICST_52278_FMO3 
 PICST_86521 
 PICST_47506 
 PICST_89228_HIS2 
 PICST_66688 
 PICST_78247 
 PICST_32946 
 PICST_60357 
 PICST_63844_ALD2 
 PICST_30727 
 PICST_32871 
 PICST_28904 
 PICST_53063 
 PICST_62836 
 PICST_31482 
 PICST_49236_NOP10 
 PICST_89865_GPM2 
 PICST_34373_HOS3 
 PICST_57750 
 PICST_41524 
 PICST_31583_DLD3 
 PICST_68166 
 PICST_66501 
 PICST_30926 
 PICST_84074_DBP9 
 PICST_30681 
 PICST_83606_DUS3 
 PICST_32069_HEX1 
 PICST_52077_HAT1 
 PICST_52773_RIX1 
 PICST_53208 
 PICST_47138 
 PICST_72313 
 PICST_41673 
 PICST_47641 
 PICST_65363_RPC19 
 PICST_1703_DRS1 
 PICST_31015_GCY2 
 PICST_75424_POX1 
 PICST_45215 
 PICST_53115 
 PICST_81735 
 PICST_91537_CHT1 
 PICST_28497_QUP3 
 PICST_82622_DFR1 
 PICST_44246_DIP5.2 
 PICST_43303_ELM3 
 PICST_31426_RBT7 
 PICST_43531 
 PICST_66342_YAK3 
 PICST_34304_CAT2 
 PICST_48545 
 PICST_35049 
 PICST_70645 
 PICST_90238 
 PICST_59616_PIC2 
 PICST_83065_GLK2 
 PICST_32419 
 PICST_30477 
 PICST_65071_FAA4 
 PICST_31162 
 PICST_36788 
 PICST_85931_GSF2 
 PICST_54322_ALG9 
 PICST_52948_ARG8 
 PICST_31308 
 PICST_32290 
 PICST_89153 
 PICST_73005 
 PICST_71429 
 PICST_42666 
 PICST_32799_BET4 
 PICST_63653_FBX1 
 PICST_59212_TEL1 
 PICST_28917 
 PICST_56933_YBR1 
 PICST_67855 
 PICST_32634_MDR2 
 PICST_28386_RIF1 
 PICST_65944_TRM3 
 PICST_58479_FUC1 
 PICST_56609 
 PICST_30878 
 PICST_68755_GAP1.2 
 PICST_85758_ALR1 
 PICST_30358 
 PICST_65784 
 PICST_34399_MNT45 
 PICST_87725 
 PICST_44648 
 PICST_60752_ECM40 
 PICST_33791 
 PICST_83958_DBF2 
 PICST_69662 
 PICST_68434 
 PICST_44311 
 PICST_66970_POL2 
 PICST_70251 
 PICST_47969_SGS1 
 PICST_53805 
 PICST_60333_DDP1 
 PICST_41330_TPS1 
 PICST_29686 
 PICST_47700 
 PICST_86905_SEC18 
 PICST_6332_MCM21 
 PICST_61538_HAT2 
 PICST_66476 
 PICST_51037_ARG2 
 PICST_15102_RDH54 
 PICST_90280_POL12 
 PICST_28228_ESP1 
 PICST_88952 
 PICST_51006_LYP1 
 PICST_28574_ELP2 
 PICST_59156_AAH1 
 PICST_35752_STE24 
 PICST_87046_RPB8 
 PICST_70572_PMT2 
 PICST_57591 
 PICST_30880_RTT109 
 PICST_58365 
 PICST_29904_PEA3 
 PICST_53121_MNN23 
 PICST_57619_HOM6 
 PICST_73960 
 PICST_40682_HYS2 
 PICST_70266 
 PICST_28326_ISW1.1 
 PICST_42357 
 PICST_74602 
 PICST_40364 
 PICST_68659_LEU1 
 PICST_68092 
 PICST_51371 
 PICST_65920 
 PICST_40538_RPS34 
 PICST_66725_GUP1 
 PICST_90501_PAB1 
 PICST_32611 
 PICST_39084_TSC13 
 PICST_62699 
 PICST_31312_ADH5 
 PICST_42812_CHS1 
 PICST_89641 
 PICST_81872 
 PICST_29246_INO1 
 PICST_5140 
 PICST_31135_DHK2 
 PICST_54822 
 PICST_38384_TRM7 
 PICST_28515_CPB2 
 PICST_62477_QUT1 
 PICST_36882 
 PICST_85722_PEX14 
 PICST_55173 
 PICST_77557 
 PICST_11568 
 PICST_53424 
 PICST_65459 
 PICST_31881 
 PICST_14509 
 PICST_28122_NSR2 
 PICST_32966_RBP4 
 PICST_80864_POL30 
 PICST_32315 
 PICST_39747 
 PICST_46875_LST7 
 PICST_33654 
 PICST_66631 
 PICST_76038_RCF5 
 PICST_45074 
 PICST_30161 
 PICST_56634_ATM1 
 PICST_68561_LEU2 
 PICST_30979 
 PICST_34441_DCD1 
 PICST_32127_MEC1 
 PICST_28317_APN2 
 PICST_57055_CHO2 
 PICST_59113 
 PICST_66478 
 PICST_65767_BGL7 
 PICST_45928 
 PICST_85279_ACE2 
 PICST_56968_HAP4 
 PICST_83299_MOB1 
 PICST_52814 
 PICST_32952 
 PICST_70032 
 PICST_60748 
 PICST_28221_ALD7 
 PICST_85815 
 PICST_72018_PCD1.2 
 PICST_36051 
 PICST_30184 
 PICST_76263 
 PICST_89386_LYS22 
 PICST_77977_RPA135 
 PICST_28472_MAK5 
 PICST_47947 
 PICST_32359_FAO2 
 PICST_40695_PSD2 
 PICST_79198_YBO9 
 PICST_54814 
 PICST_67483 
 PICST_30792 
 PICST_30716_NOG2 
 PICST_49481 
 PICST_30883 
 PICST_41332 
 PICST_67116_HMO2 
 PICST_67525 
 PICST_53814 
 PICST_86369_SAP11 
 PICST_83251_MCM7 
 PICST_52303_KEL2 
 PICST_67388 
 PICST_45091_KRE5 
 PICST_40963 
 PICST_90212 
 PICST_86981_POL1 
 PICST_29099_SPC3 
 PICST_82821_DBP2 
 PICST_40120 
 PICST_28954_MUP3 
 PICST_89047 
 PICST_78497_RRP12 
 PICST_78051_MET6 
 PICST_35896 
 PICST_68463 
 PICST_29166 
 PICST_35815 
 PICST_68522_RBP5 
 PICST_31652 
 PICST_50092 
 PICST_59119 
 PICST_56184_OST6 
 PICST_67702_DOC180 
 PICST_56314_ARP6 
 PICST_28190 
 PICST_85046 
 PICST_28032 
 PICST_61854 
 PICST_28367_MLP2 
 PICST_59858 
 PICST_32218 
 PICST_62870 
 PICST_76085_MIR1 
 PICST_77262_PMM1 
 PICST_64481 
 PICST_31918 
 PICST_54178 
 PICST_81868_CLB2 
 PICST_34942 
 PICST_33084 
 PICST_70121_GUA1 
 PICST_86206_GLG1 
 PICST_71636_MCM3 
 PICST_33482 
 PICST_36571 
 PICST_15898 
 PICST_29171 
 PICST_41123_MNT42 
 PICST_28452_DUR1 
 PICST_32997 
 PICST_65683_UTP21 
 PICST_69039 
 PICST_71674 
 PICST_88919_MEP2 
 PICST_42423 
 PICST_30498_SRP40.1 
 PICST_90176_ETF3 
 PICST_85576_AYR2 
 PICST_68186 
 PICST_37002 
 PICST_89695_SCW4.1 
 PICST_40180_DCE1 
 PICST_62209 
 PICST_44822 
 PICST_59036 
 PICST_68832_SEC61 
 PICST_64239 
 PICST_78143_URA7 
 PICST_30231 
 PICST_60847_ALD3 
 PICST_33040 
 PICST_31437 
 PICST_33562 
 PICST_50642 
 PICST_66162_GUT1 
 PICST_44073 
 PICST_37626_NSR1 
 PICST_31520 
 PICST_90446_GPD1 
 PICST_22536 
 PICST_80808_SUR1 
 PICST_32017_CRC1 
 PICST_90135_CDC28 
 PICST_50963 
 PICST_66642_NGR1 
 PICST_8958_TIF11 
 PICST_82041 
 PICST_52465_BRN1 
 PICST_64904_TFC1 
 PICST_28808 
 PICST_24771_MRS512 
 PICST_68020_LYS2 
 PICST_40526 
 PICST_34921 
 PICST_32792 
 PICST_31759_ALS6 
 PICST_31862 
 PICST_42114_OST1 
 PICST_28461 
 PICST_31787_APE2.1 
 PICST_68402 
 PICST_40078_TGL2 
 PICST_70997_ENP3 
 PICST_52187_IPM1 
 PICST_37961_CDC15 
 PICST_66581_RBP6 
 PICST_35218 
 PICST_82371 
 PICST_84262_LTE1 
 PICST_30567 
 PICST_31331 
 PICST_32767 
 PICST_58859_OST2 
 PICST_67049 
 PICST_78481_FCY1 
 PICST_65833_YOX1 
 PICST_32483 
 PICST_64387 
 PICST_34924 
 PICST_924_PKH1 
 PICST_34985 
 PICST_85565_YND2 
 PICST_44021 
 PICST_31311 
 PICST_66654 
 PICST_80736 
 PICST_50000_AXL2 
 PICST_88189 
 PICST_89181_TUB1 
 PICST_86979_SCP160 
 PICST_28968 
 PICST_61618_MSD1 
 PICST_58964 
 PICST_70210_LYS9 
 PICST_7821 
 PICST_39795 
 PICST_35359 
 PICST_76547 
 PICST_29301_PRO2 
 PICST_48163 
 PICST_57623 
 PICST_70308 
 PICST_30333_PRA1 
 PICST_60854_TNA12 
 PICST_82645 
 PICST_85645 
 PICST_46913_SKB1 
 PICST_32169 
 PICST_30806 
 PICST_35091 
 PICST_29989 
 PICST_66417_CHP1 
 PICST_28404_PRD1.2 
 PICST_56862_TRM8 
 PICST_47572 
 PICST_30460_SMC5 
 PICST_79035 
 PICST_36282_ARP1 
 PICST_40664_PXP18 
 PICST_41267_GPH2 
 PICST_85839_FST12 
 PICST_85638_GEA2 
